CA# generation fitness_with_discard=0,01
1 36 60 
1 37 60 
1 38 60 
1 39 60 
1 40 60 
1 41 60 
1 42 60 
1 43 60 
1 44 60 
1 45 60 
1 46 60 
1 47 60 
1 48 60 
1 49 60 
1 50 60 
1 51 60 
1 52 60 
1 53 60 
1 54 60 
1 55 60 
1 56 444 
1 57 444 
1 58 444 
1 59 512 
1 60 588 
1 61 588 
1 62 588 
1 63 1016 
1 64 1696 
1 65 1696 
1 66 1696 
1 67 1696 
1 68 1696 
1 69 1696 
1 70 1696 
1 71 1696 
1 72 1696 
1 73 2000 
2 0 1 
2 1 1 
2 2 4 
2 3 4 
2 4 4 
2 5 4 
2 6 4 
2 7 4 
2 8 4 
2 9 4 
2 10 4 
2 11 4 
2 12 4 
2 13 4 
2 14 4 
2 15 4 
2 16 4 
2 17 4 
2 18 4 
2 19 4 
2 20 4 
2 21 4 
2 22 4 
2 23 4 
2 24 4 
2 25 8 
2 26 8 
2 27 8 
2 28 8 
2 29 8 
2 30 8 
2 31 72 
2 32 92 
2 33 92 
2 34 92 
2 35 172 
2 36 172 
2 37 172 
2 38 296 
2 39 296 
2 40 296 
2 41 296 
2 42 296 
2 43 296 
2 44 336 
2 45 336 
2 46 452 
2 47 452 
2 48 452 
2 49 452 
2 50 452 
2 51 452 
2 52 872 
2 53 872 
2 54 872 
2 55 1104 
2 56 1104 
2 57 1104 
2 58 1104 
2 59 1104 
2 60 1104 
2 61 1104 
2 62 1104 
2 63 1104 
2 64 1104 
2 65 1904 
2 66 1904 
2 67 1904 
2 68 1904 
2 69 1904 
2 70 1904 
2 71 1904 
2 72 1904 
2 73 1904 
2 74 1904 
2 75 1904 
2 76 1904 
2 77 1904 
2 78 1904 
2 79 1904 
2 80 1904 
2 81 1904 
2 82 1904 
2 83 1904 
2 84 1904 
2 85 1904 
2 86 2000 
3 0 1 
3 1 1 
3 2 1 
3 3 4 
3 4 4 
3 5 4 
3 6 4 
3 7 4 
3 8 4 
3 9 4 
3 10 8 
3 11 8 
3 12 8 
3 13 8 
3 14 12 
3 15 12 
3 16 12 
3 17 52 
3 18 56 
3 19 56 
3 20 148 
3 21 148 
3 22 148 
3 23 148 
3 24 148 
3 25 148 
3 26 188 
3 27 188 
3 28 188 
3 29 272 
3 30 336 
3 31 336 
3 32 336 
3 33 336 
3 34 336 
3 35 400 
3 36 400 
3 37 400 
3 38 400 
3 39 400 
3 40 400 
3 41 400 
3 42 404 
3 43 404 
3 44 404 
3 45 404 
3 46 404 
3 47 404 
3 48 404 
3 49 404 
3 50 404 
3 51 508 
3 52 1076 
3 53 1076 
3 54 1076 
3 55 1076 
3 56 1076 
3 57 1076 
3 58 1076 
3 59 1076 
3 60 1076 
3 61 1076 
3 62 1076 
3 63 1076 
3 64 1076 
3 65 1076 
3 66 1076 
3 67 1076 
3 68 1076 
3 69 1176 
3 70 1176 
3 71 1880 
3 72 1880 
3 73 1880 
3 74 1880 
3 75 1880 
3 76 1880 
3 77 1880 
3 78 1880 
3 79 1880 
3 80 1880 
3 81 1880 
3 82 1880 
3 83 1880 
3 84 1880 
3 85 1880 
3 86 1880 
3 87 2000 
4 0 4 
4 1 4 
4 2 4 
4 3 4 
4 4 4 
4 5 4 
4 6 4 
4 7 4 
4 8 4 
4 9 4 
4 10 4 
4 11 4 
4 12 4 
4 13 4 
4 14 4 
4 15 4 
4 16 4 
4 17 4 
4 18 4 
4 19 4 
4 20 4 
4 21 4 
4 22 4 
4 23 4 
4 24 4 
4 25 4 
4 26 4 
4 27 4 
4 28 4 
4 29 4 
4 30 4 
4 31 4 
4 32 4 
4 33 12 
4 34 12 
4 35 12 
4 36 12 
4 37 12 
4 38 24 
4 39 28 
4 40 28 
4 41 48 
4 42 48 
4 43 98 
4 44 98 
4 45 116 
4 46 116 
4 47 116 
4 48 148 
4 49 148 
4 50 148 
4 51 148 
4 52 148 
4 53 148 
4 54 148 
4 55 156 
4 56 156 
4 57 156 
4 58 156 
4 59 156 
4 60 156 
4 61 156 
4 62 156 
4 63 156 
4 64 156 
4 65 156 
4 66 156 
4 67 328 
4 68 328 
4 69 328 
4 70 328 
4 71 328 
4 72 328 
4 73 328 
4 74 328 
4 75 328 
4 76 428 
4 77 440 
4 78 440 
4 79 440 
4 80 440 
4 81 544 
4 82 544 
4 83 544 
4 84 544 
4 85 544 
4 86 544 
4 87 544 
4 88 544 
4 89 944 
4 90 944 
4 91 944 
4 92 944 
4 93 944 
4 94 1000 
4 95 1000 
4 96 1000 
4 97 1000 
4 98 1000 
4 99 1000 
4 100 1000 
4 101 1000 
4 102 1000 
4 103 1000 
4 104 1000 
4 105 1000 
4 106 1000 
4 107 1000 
4 108 1000 
4 109 1000 
4 110 1000 
4 111 1000 
4 112 1000 
4 113 1000 
4 114 1000 
4 115 1000 
4 116 1000 
4 117 1000 
4 118 1000 
4 119 1000 
4 120 1000 
4 121 1000 
4 122 1000 
4 123 1000 
4 124 1000 
4 125 1000 
4 126 1000 
4 127 1000 
4 128 1000 
4 129 1000 
4 130 1000 
4 131 1000 
4 132 1000 
4 133 1000 
4 134 1000 
4 135 1000 
4 136 1000 
4 137 1000 
4 138 1000 
4 139 1000 
4 140 1000 
4 141 1000 
4 142 1000 
4 143 1000 
4 144 1000 
4 145 1000 
4 146 1000 
4 147 1000 
4 148 1000 
4 149 1000 
4 150 1000 
4 151 1000 
4 152 1000 
4 153 1000 
4 154 1000 
4 155 1000 
4 156 1000 
4 157 1000 
4 158 1000 
4 159 1000 
4 160 1000 
4 161 1000 
4 162 1000 
4 163 1000 
4 164 1000 
4 165 1000 
4 166 1000 
4 167 1000 
4 168 1000 
4 169 1000 
4 170 1000 
4 171 1000 
4 172 1000 
4 173 1000 
4 174 1000 
4 175 1000 
4 176 1000 
4 177 1000 
4 178 1000 
4 179 1000 
4 180 1000 
4 181 1000 
4 182 1000 
4 183 1000 
4 184 1000 
4 185 1000 
4 186 1000 
4 187 1000 
4 188 1000 
4 189 1000 
4 190 1000 
4 191 1000 
4 192 1000 
4 193 1000 
4 194 1000 
4 195 1000 
4 196 1000 
4 197 1000 
4 198 1000 
4 199 1000 
4 200 1000 
4 201 1000 
4 202 1000 
4 203 1000 
4 204 1000 
4 205 1000 
4 206 1000 
4 207 1000 
4 208 1000 
4 209 1000 
4 210 1000 
4 211 1000 
4 212 1000 
4 213 1000 
4 214 1000 
4 215 1000 
4 216 1000 
4 217 1000 
4 218 1000 
4 219 1000 
4 220 1000 
4 221 1000 
4 222 1000 
4 223 1000 
4 224 1000 
4 225 1000 
4 226 1000 
4 227 1000 
4 228 1000 
4 229 1000 
4 230 1000 
4 231 1000 
4 232 1000 
4 233 1000 
4 234 1000 
4 235 1000 
4 236 1000 
4 237 1000 
4 238 1000 
4 239 1000 
4 240 1000 
4 241 1000 
4 242 1000 
4 243 1000 
4 244 1000 
4 245 1000 
4 246 1000 
4 247 1000 
4 248 1000 
4 249 1000 
4 250 1000 
4 251 1000 
4 252 1000 
4 253 1000 
4 254 1000 
4 255 1000 
4 256 1000 
4 257 1000 
4 258 1000 
4 259 1000 
4 260 1000 
4 261 1000 
4 262 1000 
4 263 1000 
4 264 1000 
4 265 1000 
4 266 1000 
4 267 1000 
4 268 1000 
4 269 1000 
4 270 1000 
4 271 1000 
4 272 1000 
4 273 1000 
4 274 1000 
4 275 1000 
4 276 1000 
4 277 1000 
4 278 1000 
4 279 1000 
4 280 1000 
4 281 1000 
4 282 1000 
4 283 1000 
4 284 1000 
4 285 1000 
4 286 1000 
4 287 1000 
4 288 1000 
4 289 1000 
4 290 1000 
4 291 1000 
4 292 1000 
4 293 1000 
4 294 1000 
4 295 1000 
4 296 1000 
4 297 1000 
4 298 1000 
4 299 1000 
4 300 1000 
4 301 1000 
4 302 1000 
4 303 1000 
4 304 1000 
4 305 1000 
4 306 1000 
4 307 1000 
4 308 1000 
4 309 1000 
4 310 1000 
4 311 1000 
4 312 1000 
4 313 1000 
4 314 1000 
4 315 1000 
4 316 1000 
4 317 1000 
4 318 1000 
4 319 1000 
4 320 1000 
4 321 1000 
4 322 1000 
4 323 1000 
4 324 1000 
4 325 1000 
4 326 1000 
4 327 1000 
4 328 1000 
4 329 1000 
4 330 1000 
4 331 1000 
4 332 1000 
4 333 1000 
4 334 1000 
4 335 1000 
4 336 1000 
4 337 1000 
4 338 1000 
4 339 1000 
4 340 1000 
4 341 1000 
4 342 1000 
4 343 1000 
4 344 1000 
4 345 1000 
4 346 1000 
4 347 1000 
4 348 1000 
4 349 1000 
4 350 1000 
4 351 1000 
4 352 1000 
4 353 1000 
4 354 1000 
4 355 1000 
4 356 1000 
4 357 1000 
4 358 1000 
4 359 1000 
4 360 1000 
4 361 1000 
4 362 1000 
4 363 1000 
4 364 1060 
4 365 1060 
4 366 1060 
4 367 1060 
4 368 1060 
4 369 1060 
4 370 1060 
4 371 1060 
4 372 1060 
4 373 1060 
4 374 1060 
4 375 1060 
4 376 1060 
4 377 1060 
4 378 1060 
4 379 1060 
4 380 1060 
4 381 1060 
4 382 1060 
4 383 1060 
4 384 1060 
4 385 1060 
4 386 1060 
4 387 1060 
4 388 1060 
4 389 1356 
4 390 1356 
4 391 1528 
4 392 1528 
4 393 1528 
4 394 1528 
4 395 1528 
4 396 1528 
4 397 1528 
4 398 1528 
4 399 1528 
4 400 1528 
4 401 1528 
4 402 1528 
4 403 1528 
4 404 1528 
4 405 1528 
4 406 1528 
4 407 1528 
4 408 1528 
4 409 1996 
4 410 2000 
5 0 1 
5 1 2 
5 2 2 
5 3 2 
5 4 2 
5 5 2 
5 6 16 
5 7 16 
5 8 16 
5 9 16 
5 10 88 
5 11 244 
5 12 244 
5 13 244 
5 14 244 
5 15 244 
5 16 244 
5 17 244 
5 18 244 
5 19 244 
5 20 280 
5 21 280 
5 22 280 
5 23 280 
5 24 292 
5 25 344 
5 26 344 
5 27 344 
5 28 344 
5 29 344 
5 30 344 
5 31 344 
5 32 344 
5 33 528 
5 34 528 
5 35 528 
5 36 528 
5 37 528 
5 38 528 
5 39 528 
5 40 528 
5 41 528 
5 42 528 
5 43 528 
5 44 528 
5 45 528 
5 46 528 
5 47 528 
5 48 528 
5 49 528 
5 50 528 
5 51 528 
5 52 528 
5 53 528 
5 54 536 
5 55 536 
5 56 536 
5 57 572 
5 58 572 
5 59 572 
5 60 572 
5 61 572 
5 62 572 
5 63 572 
5 64 572 
5 65 572 
5 66 572 
5 67 572 
5 68 572 
5 69 572 
5 70 572 
5 71 572 
5 72 572 
5 73 572 
5 74 572 
5 75 572 
5 76 572 
5 77 572 
5 78 572 
5 79 572 
5 80 572 
5 81 572 
5 82 572 
5 83 572 
5 84 580 
5 85 580 
5 86 580 
5 87 580 
5 88 580 
5 89 580 
5 90 580 
5 91 580 
5 92 580 
5 93 580 
5 94 580 
5 95 580 
5 96 844 
5 97 844 
5 98 844 
5 99 844 
5 100 844 
5 101 844 
5 102 844 
5 103 844 
5 104 844 
5 105 844 
5 106 844 
5 107 844 
5 108 952 
5 109 952 
5 110 952 
5 111 952 
5 112 952 
5 113 952 
5 114 952 
5 115 952 
5 116 1668 
5 117 1668 
5 118 1668 
5 119 1668 
5 120 1668 
5 121 1668 
5 122 1668 
5 123 1668 
5 124 1668 
5 125 1668 
5 126 1668 
5 127 1668 
5 128 1668 
5 129 1668 
5 130 1668 
5 131 2000 
6 0 2 
6 1 2 
6 2 2 
6 3 2 
6 4 2 
6 5 2 
6 6 2 
6 7 2 
6 8 8 
6 9 16 
6 10 16 
6 11 16 
6 12 16 
6 13 16 
6 14 120 
6 15 120 
6 16 120 
6 17 148 
6 18 148 
6 19 148 
6 20 168 
6 21 168 
6 22 168 
6 23 168 
6 24 248 
6 25 248 
6 26 248 
6 27 248 
6 28 248 
6 29 248 
6 30 264 
6 31 264 
6 32 264 
6 33 264 
6 34 348 
6 35 348 
6 36 412 
6 37 412 
6 38 412 
6 39 412 
6 40 532 
6 41 532 
6 42 532 
6 43 532 
6 44 572 
6 45 572 
6 46 572 
6 47 572 
6 48 572 
6 49 572 
6 50 572 
6 51 572 
6 52 572 
6 53 572 
6 54 572 
6 55 572 
6 56 572 
6 57 572 
6 58 572 
6 59 572 
6 60 572 
6 61 572 
6 62 572 
6 63 648 
6 64 648 
6 65 648 
6 66 648 
6 67 648 
6 68 648 
6 69 648 
6 70 648 
6 71 648 
6 72 648 
6 73 648 
6 74 648 
6 75 648 
6 76 648 
6 77 648 
6 78 648 
6 79 648 
6 80 648 
6 81 648 
6 82 648 
6 83 648 
6 84 648 
6 85 648 
6 86 648 
6 87 668 
6 88 808 
6 89 808 
6 90 808 
6 91 808 
6 92 808 
6 93 808 
6 94 808 
6 95 808 
6 96 808 
6 97 808 
6 98 1108 
6 99 1788 
6 100 1788 
6 101 1788 
6 102 1788 
6 103 1788 
6 104 1788 
6 105 1788 
6 106 1788 
6 107 1788 
6 108 1788 
6 109 1788 
6 110 1788 
6 111 1788 
6 112 1788 
6 113 1788 
6 114 1788 
6 115 1788 
6 116 1788 
6 117 1788 
6 118 1788 
6 119 1788 
6 120 1788 
6 121 1788 
6 122 1788 
6 123 1788 
6 124 1788 
6 125 1788 
6 126 1788 
6 127 1856 
6 128 1856 
6 129 1856 
6 130 1856 
6 131 1856 
6 132 1856 
6 133 1856 
6 134 1856 
6 135 1856 
6 136 1856 
6 137 1856 
6 138 1856 
6 139 1856 
6 140 1856 
6 141 1856 
6 142 1856 
6 143 1856 
6 144 2000 
7 0 1 
7 1 1 
7 2 2 
7 3 3 
7 4 3 
7 5 3 
7 6 3 
7 7 12 
7 8 12 
7 9 24 
7 10 24 
7 11 60 
7 12 280 
7 13 280 
7 14 280 
7 15 280 
7 16 280 
7 17 280 
7 18 280 
7 19 280 
7 20 280 
7 21 280 
7 22 280 
7 23 280 
7 24 280 
7 25 280 
7 26 280 
7 27 280 
7 28 344 
7 29 344 
7 30 344 
7 31 344 
7 32 344 
7 33 344 
7 34 344 
7 35 344 
7 36 344 
7 37 344 
7 38 344 
7 39 344 
7 40 344 
7 41 344 
7 42 344 
7 43 344 
7 44 344 
7 45 344 
7 46 344 
7 47 344 
7 48 344 
7 49 344 
7 50 344 
7 51 344 
7 52 344 
7 53 344 
7 54 344 
7 55 344 
7 56 344 
7 57 344 
7 58 344 
7 59 344 
7 60 344 
7 61 344 
7 62 344 
7 63 344 
7 64 344 
7 65 344 
7 66 344 
7 67 344 
7 68 344 
7 69 344 
7 70 344 
7 71 344 
7 72 344 
7 73 344 
7 74 344 
7 75 344 
7 76 608 
7 77 608 
7 78 608 
7 79 608 
7 80 608 
7 81 608 
7 82 608 
7 83 608 
7 84 608 
7 85 608 
7 86 608 
7 87 608 
7 88 608 
7 89 608 
7 90 608 
7 91 608 
7 92 608 
7 93 608 
7 94 608 
7 95 608 
7 96 608 
7 97 608 
7 98 608 
7 99 684 
7 100 684 
7 101 684 
7 102 684 
7 103 684 
7 104 684 
7 105 684 
7 106 684 
7 107 684 
7 108 684 
7 109 684 
7 110 684 
7 111 684 
7 112 684 
7 113 684 
7 114 684 
7 115 684 
7 116 684 
7 117 684 
7 118 684 
7 119 684 
7 120 684 
7 121 684 
7 122 684 
7 123 684 
7 124 684 
7 125 684 
7 126 684 
7 127 684 
7 128 684 
7 129 684 
7 130 684 
7 131 684 
7 132 684 
7 133 684 
7 134 684 
7 135 684 
7 136 684 
7 137 684 
7 138 684 
7 139 684 
7 140 684 
7 141 684 
7 142 684 
7 143 684 
7 144 684 
7 145 684 
7 146 684 
7 147 684 
7 148 684 
7 149 684 
7 150 684 
7 151 684 
7 152 752 
7 153 752 
7 154 752 
7 155 752 
7 156 752 
7 157 1228 
7 158 1228 
7 159 1228 
7 160 1228 
7 161 1228 
7 162 1228 
7 163 1228 
7 164 1228 
7 165 1228 
7 166 1228 
7 167 1228 
7 168 1228 
7 169 1228 
7 170 1228 
7 171 1228 
7 172 1228 
7 173 1228 
7 174 1228 
7 175 1228 
7 176 1228 
7 177 1228 
7 178 1228 
7 179 1228 
7 180 1228 
7 181 1228 
7 182 1228 
7 183 1228 
7 184 1228 
7 185 1228 
7 186 1572 
7 187 1572 
7 188 1572 
7 189 1572 
7 190 1572 
7 191 1572 
7 192 1572 
7 193 1572 
7 194 1572 
7 195 1572 
7 196 1572 
7 197 1572 
7 198 1572 
7 199 1572 
7 200 1572 
7 201 1572 
7 202 1572 
7 203 1572 
7 204 1572 
7 205 1572 
7 206 1572 
7 207 1572 
7 208 1572 
7 209 1572 
7 210 1572 
7 211 1572 
7 212 1572 
7 213 1572 
7 214 1572 
7 215 1572 
7 216 1572 
7 217 1572 
7 218 1572 
7 219 1572 
7 220 1572 
7 221 2000 
8 0 1 
8 1 4 
8 2 4 
8 3 4 
8 4 4 
8 5 4 
8 6 8 
8 7 8 
8 8 8 
8 9 8 
8 10 8 
8 11 8 
8 12 20 
8 13 20 
8 14 20 
8 15 20 
8 16 88 
8 17 88 
8 18 96 
8 19 104 
8 20 104 
8 21 104 
8 22 104 
8 23 160 
8 24 160 
8 25 160 
8 26 160 
8 27 160 
8 28 160 
8 29 160 
8 30 160 
8 31 184 
8 32 184 
8 33 184 
8 34 184 
8 35 184 
8 36 184 
8 37 184 
8 38 184 
8 39 380 
8 40 380 
8 41 380 
8 42 380 
8 43 380 
8 44 380 
8 45 380 
8 46 380 
8 47 380 
8 48 380 
8 49 580 
8 50 580 
8 51 580 
8 52 580 
8 53 580 
8 54 580 
8 55 580 
8 56 580 
8 57 580 
8 58 580 
8 59 580 
8 60 580 
8 61 580 
8 62 580 
8 63 580 
8 64 580 
8 65 580 
8 66 580 
8 67 580 
8 68 580 
8 69 580 
8 70 580 
8 71 580 
8 72 580 
8 73 580 
8 74 580 
8 75 580 
8 76 580 
8 77 580 
8 78 580 
8 79 580 
8 80 580 
8 81 580 
8 82 580 
8 83 580 
8 84 580 
8 85 580 
8 86 580 
8 87 580 
8 88 580 
8 89 980 
8 90 980 
8 91 980 
8 92 980 
8 93 980 
8 94 980 
8 95 980 
8 96 980 
8 97 980 
8 98 980 
8 99 980 
8 100 980 
8 101 980 
8 102 980 
8 103 980 
8 104 980 
8 105 980 
8 106 980 
8 107 980 
8 108 980 
8 109 980 
8 110 980 
8 111 980 
8 112 980 
8 113 980 
8 114 980 
8 115 980 
8 116 980 
8 117 980 
8 118 980 
8 119 980 
8 120 980 
8 121 980 
8 122 1228 
8 123 1228 
8 124 1228 
8 125 1228 
8 126 1228 
8 127 1228 
8 128 1228 
8 129 1228 
8 130 1228 
8 131 1228 
8 132 1228 
8 133 1228 
8 134 1228 
8 135 1228 
8 136 1228 
8 137 1228 
8 138 1228 
8 139 1228 
8 140 1228 
8 141 1228 
8 142 1228 
8 143 1228 
8 144 1236 
8 145 1236 
8 146 1236 
8 147 1236 
8 148 1236 
8 149 1236 
8 150 1236 
8 151 1236 
8 152 1236 
8 153 1236 
8 154 1236 
8 155 1236 
8 156 2000 
9 0 4 
9 1 4 
9 2 8 
9 3 36 
9 4 36 
9 5 64 
9 6 64 
9 7 64 
9 8 64 
9 9 64 
9 10 64 
9 11 64 
9 12 64 
9 13 140 
9 14 140 
9 15 166 
9 16 166 
9 17 166 
9 18 166 
9 19 180 
9 20 180 
9 21 236 
9 22 236 
9 23 236 
9 24 236 
9 25 236 
9 26 236 
9 27 236 
9 28 236 
9 29 236 
9 30 236 
9 31 236 
9 32 236 
9 33 236 
9 34 300 
9 35 300 
9 36 300 
9 37 300 
9 38 300 
9 39 300 
9 40 300 
9 41 300 
9 42 300 
9 43 300 
9 44 300 
9 45 300 
9 46 300 
9 47 300 
9 48 312 
9 49 312 
9 50 312 
9 51 312 
9 52 312 
9 53 312 
9 54 312 
9 55 312 
9 56 312 
9 57 312 
9 58 312 
9 59 488 
9 60 488 
9 61 488 
9 62 488 
9 63 600 
9 64 600 
9 65 600 
9 66 600 
9 67 600 
9 68 600 
9 69 600 
9 70 600 
9 71 600 
9 72 600 
9 73 600 
9 74 600 
9 75 600 
9 76 600 
9 77 600 
9 78 600 
9 79 600 
9 80 600 
9 81 600 
9 82 600 
9 83 600 
9 84 600 
9 85 600 
9 86 600 
9 87 600 
9 88 600 
9 89 672 
9 90 672 
9 91 672 
9 92 672 
9 93 1852 
9 94 1852 
9 95 1968 
9 96 1968 
9 97 1968 
9 98 1968 
9 99 1968 
9 100 1968 
9 101 1968 
9 102 1968 
9 103 1968 
9 104 1968 
9 105 1968 
9 106 1968 
9 107 1968 
9 108 1968 
9 109 1968 
9 110 1968 
9 111 1968 
9 112 1968 
9 113 1968 
9 114 1968 
9 115 1968 
9 116 1968 
9 117 1968 
9 118 1968 
9 119 1968 
9 120 1968 
9 121 1968 
9 122 1968 
9 123 1968 
9 124 1968 
9 125 1968 
9 126 1968 
9 127 1968 
9 128 1968 
9 129 1968 
9 130 1968 
9 131 1968 
9 132 1968 
9 133 1968 
9 134 1968 
9 135 1968 
9 136 1968 
9 137 1968 
9 138 1968 
9 139 1968 
9 140 1968 
9 141 2000 
