CA# generation fitness_with_discard=0,01
0 666 13440 
0 667 13440 
0 668 13440 
0 669 13440 
0 670 13440 
0 671 13440 
0 672 13440 
0 673 13440 
0 674 13440 
0 675 13440 
0 676 13440 
0 677 13440 
0 678 13440 
0 679 13440 
0 680 13440 
0 681 13440 
0 682 13440 
0 683 13440 
0 684 13440 
0 685 13440 
0 686 13440 
0 687 13440 
0 688 13440 
0 689 13440 
0 690 13440 
0 691 13440 
0 692 13440 
0 693 13440 
0 694 13440 
0 695 13440 
0 696 13440 
0 697 13440 
0 698 13440 
0 699 13440 
0 700 13440 
0 701 13440 
0 702 13440 
0 703 13440 
0 704 13440 
0 705 13440 
0 706 13440 
0 707 13440 
0 708 13440 
0 709 13440 
0 710 13440 
0 711 13440 
0 712 13440 
0 713 13440 
0 714 13440 
0 715 13440 
0 716 13440 
0 717 13440 
0 718 13440 
0 719 13440 
0 720 13440 
0 721 13440 
0 722 13440 
0 723 13440 
0 724 13440 
0 725 13440 
0 726 13440 
0 727 13440 
0 728 13440 
0 729 13440 
0 730 13440 
0 731 13440 
0 732 13440 
0 733 13440 
0 734 13440 
0 735 13440 
0 736 13440 
0 737 13440 
0 738 13440 
0 739 13440 
0 740 13440 
0 741 13440 
0 742 13440 
0 743 13440 
0 744 13440 
0 745 13440 
0 746 13440 
0 747 13440 
0 748 13440 
0 749 13440 
0 750 13440 
0 751 13440 
0 752 13440 
0 753 13440 
0 754 13440 
0 755 13440 
0 756 13440 
0 757 13440 
0 758 13440 
0 759 13440 
0 760 13440 
0 761 13440 
0 762 13440 
0 763 13440 
0 764 13440 
0 765 13440 
0 766 13440 
0 767 13440 
0 768 13440 
0 769 13440 
0 770 13440 
0 771 13440 
0 772 13440 
0 773 13440 
0 774 13440 
0 775 13440 
0 776 13440 
0 777 13440 
0 778 13440 
0 779 13440 
0 780 13440 
0 781 13440 
0 782 13440 
0 783 13440 
0 784 13440 
0 785 13440 
0 786 13440 
0 787 13440 
0 788 13440 
0 789 13440 
0 790 13440 
0 791 13440 
0 792 13440 
0 793 13440 
0 794 13440 
0 795 13440 
0 796 13440 
0 797 13440 
0 798 13440 
0 799 13440 
0 800 13440 
0 801 13440 
0 802 13440 
0 803 13440 
0 804 13440 
0 805 13440 
0 806 13440 
0 807 13440 
0 808 13440 
0 809 13440 
0 810 13440 
0 811 13440 
0 812 13440 
0 813 13440 
0 814 13440 
0 815 13440 
0 816 13440 
0 817 13440 
0 818 13440 
0 819 13440 
0 820 13440 
0 821 13440 
0 822 13440 
0 823 13440 
0 824 13440 
0 825 13440 
0 826 13440 
0 827 13440 
0 828 13440 
0 829 13440 
0 830 13440 
0 831 13440 
0 832 13440 
0 833 13440 
0 834 13440 
0 835 13440 
0 836 13440 
0 837 13440 
0 838 13440 
0 839 13440 
0 840 13440 
0 841 13440 
0 842 13440 
0 843 13440 
0 844 13440 
0 845 13440 
0 846 13440 
0 847 13440 
0 848 13440 
0 849 13440 
0 850 13440 
0 851 13440 
0 852 13440 
0 853 13440 
0 854 13440 
0 855 13440 
0 856 13440 
0 857 13440 
0 858 13440 
0 859 13440 
0 860 13440 
0 861 13440 
0 862 13440 
0 863 13440 
0 864 13440 
0 865 13440 
0 866 13440 
0 867 13440 
0 868 13440 
0 869 13440 
0 870 13440 
0 871 13440 
0 872 13440 
0 873 13440 
0 874 13440 
0 875 13440 
0 876 13440 
0 877 13440 
0 878 13440 
0 879 13440 
0 880 13440 
0 881 13440 
0 882 13440 
0 883 13440 
0 884 13440 
0 885 13440 
0 886 13440 
0 887 13440 
0 888 13440 
0 889 13440 
0 890 13440 
0 891 13440 
0 892 13440 
0 893 13440 
0 894 13440 
0 895 13440 
0 896 13440 
0 897 13440 
0 898 13440 
0 899 13440 
0 900 13440 
0 901 13440 
0 902 13440 
0 903 13440 
0 904 13440 
0 905 13440 
0 906 13440 
0 907 13440 
0 908 13440 
0 909 13440 
0 910 13440 
0 911 13440 
0 912 13440 
0 913 13440 
0 914 13440 
0 915 13440 
0 916 13440 
0 917 13440 
0 918 13440 
0 919 13440 
0 920 13440 
0 921 13440 
0 922 13440 
0 923 13440 
0 924 13440 
0 925 13440 
0 926 13440 
0 927 13440 
0 928 13440 
0 929 13440 
0 930 13440 
0 931 13440 
0 932 13440 
0 933 13440 
0 934 13440 
0 935 13440 
0 936 13440 
0 937 13440 
0 938 13440 
0 939 13440 
0 940 13440 
0 941 13440 
0 942 13440 
0 943 13440 
0 944 13440 
0 945 13440 
0 946 13440 
0 947 13440 
0 948 13440 
0 949 13440 
0 950 13440 
0 951 13440 
0 952 13440 
0 953 13440 
0 954 13440 
0 955 13440 
0 956 13440 
0 957 13440 
0 958 13440 
0 959 13440 
0 960 13440 
0 961 13440 
0 962 13440 
0 963 13440 
0 964 13440 
0 965 13440 
0 966 13440 
0 967 13440 
0 968 13440 
0 969 13440 
0 970 13440 
0 971 13440 
0 972 13440 
0 973 13440 
0 974 13440 
0 975 13440 
0 976 13440 
0 977 13440 
0 978 13440 
0 979 13440 
0 980 13440 
0 981 13440 
0 982 13440 
0 983 13440 
0 984 13440 
0 985 13440 
0 986 13440 
0 987 13440 
0 988 13440 
0 989 13440 
0 990 13440 
0 991 13440 
0 992 13440 
0 993 13440 
0 994 13440 
0 995 13440 
0 996 13440 
0 997 13440 
0 998 13440 
0 999 13440 
0 1000 13440 
0 1001 13440 
0 1002 13440 
0 1003 13440 
0 1004 13440 
0 1005 13440 
0 1006 13440 
0 1007 13440 
0 1008 13440 
0 1009 13440 
0 1010 13440 
0 1011 13440 
0 1012 13440 
0 1013 13440 
0 1014 13440 
0 1015 13440 
0 1016 13440 
0 1017 13440 
0 1018 13440 
0 1019 13440 
0 1020 13440 
0 1021 13440 
0 1022 13440 
0 1023 13440 
0 1024 13440 
0 1025 13440 
0 1026 13440 
0 1027 13440 
0 1028 13440 
0 1029 13440 
0 1030 13440 
0 1031 13440 
0 1032 13440 
0 1033 13440 
0 1034 13440 
0 1035 13440 
0 1036 13440 
0 1037 13440 
0 1038 13440 
0 1039 13440 
0 1040 13440 
0 1041 13440 
0 1042 13440 
0 1043 13440 
0 1044 13440 
0 1045 13440 
0 1046 13440 
0 1047 13440 
0 1048 13440 
0 1049 13440 
0 1050 13440 
0 1051 13440 
0 1052 13440 
0 1053 13440 
0 1054 13440 
0 1055 13440 
0 1056 13440 
0 1057 13440 
0 1058 13440 
0 1059 13440 
0 1060 13440 
0 1061 13440 
0 1062 13440 
0 1063 13440 
0 1064 13440 
0 1065 13440 
0 1066 13440 
0 1067 13440 
0 1068 13440 
0 1069 13440 
0 1070 13440 
0 1071 13440 
0 1072 13440 
0 1073 13440 
0 1074 13440 
0 1075 13440 
0 1076 13440 
0 1077 13440 
0 1078 13440 
0 1079 13440 
0 1080 13440 
0 1081 13440 
0 1082 13440 
0 1083 13440 
0 1084 13440 
0 1085 13440 
0 1086 13440 
0 1087 13440 
0 1088 13440 
0 1089 13440 
0 1090 13440 
0 1091 13440 
0 1092 13440 
0 1093 13440 
0 1094 13440 
0 1095 13440 
0 1096 13440 
0 1097 13440 
0 1098 13440 
0 1099 13440 
0 1100 13440 
0 1101 13440 
0 1102 13440 
0 1103 13440 
0 1104 13440 
0 1105 13440 
0 1106 13440 
0 1107 13440 
0 1108 13440 
0 1109 13440 
0 1110 13440 
0 1111 13440 
0 1112 13440 
0 1113 13440 
0 1114 13440 
0 1115 13440 
0 1116 13440 
0 1117 13440 
0 1118 13440 
0 1119 13440 
0 1120 13440 
0 1121 13440 
0 1122 13440 
0 1123 13440 
0 1124 13440 
0 1125 13440 
0 1126 13440 
0 1127 13440 
0 1128 13440 
0 1129 13440 
0 1130 13440 
0 1131 13440 
0 1132 13440 
0 1133 13440 
0 1134 13440 
0 1135 13440 
0 1136 13440 
0 1137 13440 
0 1138 13440 
0 1139 13440 
0 1140 13440 
0 1141 13440 
0 1142 13440 
0 1143 13440 
0 1144 13440 
0 1145 13440 
0 1146 13440 
0 1147 13440 
0 1148 13440 
0 1149 13440 
0 1150 13440 
0 1151 13440 
0 1152 13440 
0 1153 13440 
0 1154 13440 
0 1155 13440 
0 1156 13440 
0 1157 13440 
0 1158 13440 
0 1159 13440 
0 1160 13440 
0 1161 13440 
0 1162 13440 
0 1163 13440 
0 1164 13440 
0 1165 13440 
0 1166 13440 
0 1167 13440 
0 1168 13440 
0 1169 13440 
0 1170 13440 
0 1171 13440 
0 1172 13440 
0 1173 13440 
0 1174 13440 
0 1175 13440 
0 1176 13440 
0 1177 13440 
0 1178 13440 
0 1179 13440 
0 1180 13440 
0 1181 13440 
0 1182 13440 
0 1183 13440 
0 1184 13440 
0 1185 13440 
0 1186 13440 
0 1187 13440 
0 1188 13440 
0 1189 13440 
0 1190 13440 
0 1191 13440 
0 1192 13440 
0 1193 13440 
0 1194 13440 
0 1195 13440 
0 1196 13440 
0 1197 13440 
0 1198 13440 
0 1199 13440 
0 1200 13440 
0 1201 13440 
0 1202 13440 
0 1203 13440 
0 1204 13440 
0 1205 13440 
0 1206 13440 
0 1207 13440 
0 1208 13440 
0 1209 13440 
0 1210 13440 
0 1211 13440 
0 1212 13440 
0 1213 13440 
0 1214 13440 
0 1215 13440 
0 1216 13440 
0 1217 13440 
0 1218 13440 
0 1219 13440 
0 1220 13440 
0 1221 13440 
0 1222 13440 
0 1223 13440 
0 1224 13440 
0 1225 13440 
0 1226 13440 
0 1227 13440 
0 1228 13440 
0 1229 13440 
0 1230 13440 
0 1231 13440 
0 1232 13440 
0 1233 13440 
0 1234 13440 
0 1235 13440 
0 1236 13440 
0 1237 13440 
0 1238 13440 
0 1239 13440 
0 1240 13440 
0 1241 13440 
0 1242 13440 
0 1243 13440 
0 1244 13440 
0 1245 13440 
0 1246 13440 
0 1247 13440 
0 1248 13440 
0 1249 13440 
0 1250 13440 
0 1251 13440 
0 1252 13440 
0 1253 13440 
0 1254 13440 
0 1255 13440 
0 1256 13440 
0 1257 13440 
0 1258 13440 
0 1259 13440 
0 1260 13440 
0 1261 13440 
0 1262 13440 
0 1263 13440 
0 1264 13440 
0 1265 13440 
0 1266 13440 
0 1267 13440 
0 1268 13440 
0 1269 13440 
0 1270 13440 
0 1271 13440 
0 1272 13440 
0 1273 13440 
0 1274 13440 
0 1275 13440 
0 1276 13440 
0 1277 13440 
0 1278 13440 
0 1279 13440 
0 1280 13440 
0 1281 13440 
0 1282 13440 
0 1283 13440 
0 1284 13440 
0 1285 13440 
0 1286 13440 
0 1287 13440 
0 1288 13440 
0 1289 13440 
0 1290 13440 
0 1291 13440 
0 1292 13440 
0 1293 13440 
0 1294 13440 
0 1295 13440 
0 1296 13440 
0 1297 13440 
0 1298 13440 
0 1299 13440 
0 1300 13440 
0 1301 13440 
0 1302 13440 
0 1303 13440 
0 1304 13440 
0 1305 13440 
0 1306 13440 
0 1307 13440 
0 1308 13440 
0 1309 13440 
0 1310 13440 
0 1311 13440 
0 1312 13440 
0 1313 13440 
0 1314 13440 
0 1315 13440 
0 1316 13440 
0 1317 13440 
0 1318 13440 
0 1319 13440 
0 1320 13440 
0 1321 13440 
0 1322 13440 
0 1323 13440 
0 1324 13440 
0 1325 13440 
0 1326 13440 
0 1327 13440 
0 1328 13440 
0 1329 13440 
0 1330 13440 
0 1331 13440 
0 1332 13440 
0 1333 13440 
0 1334 13440 
0 1335 13440 
0 1336 13440 
0 1337 13440 
0 1338 13440 
0 1339 13440 
0 1340 13440 
0 1341 13440 
0 1342 13440 
0 1343 13440 
0 1344 13440 
0 1345 13440 
0 1346 13440 
0 1347 13440 
0 1348 13440 
0 1349 13440 
0 1350 13440 
0 1351 13440 
0 1352 13440 
0 1353 13440 
0 1354 13440 
0 1355 13440 
0 1356 13440 
0 1357 13440 
0 1358 13440 
0 1359 13440 
0 1360 13440 
0 1361 13440 
0 1362 13440 
0 1363 13440 
0 1364 13440 
0 1365 13440 
0 1366 13440 
0 1367 13440 
0 1368 13440 
0 1369 13440 
0 1370 13440 
0 1371 13440 
0 1372 13440 
0 1373 13440 
0 1374 13440 
0 1375 13440 
0 1376 13440 
0 1377 13440 
0 1378 13440 
0 1379 13440 
0 1380 13440 
0 1381 13440 
0 1382 13440 
0 1383 13440 
0 1384 13440 
0 1385 13440 
0 1386 13440 
0 1387 13440 
0 1388 13440 
0 1389 13440 
0 1390 13440 
0 1391 13440 
0 1392 13440 
0 1393 13440 
0 1394 13440 
0 1395 13440 
0 1396 13440 
0 1397 13440 
0 1398 13440 
0 1399 13440 
0 1400 13440 
0 1401 13440 
0 1402 13440 
0 1403 13440 
0 1404 13440 
0 1405 13440 
0 1406 13440 
0 1407 13440 
0 1408 13440 
0 1409 13440 
0 1410 13440 
0 1411 13440 
0 1412 13440 
0 1413 13440 
0 1414 13440 
0 1415 13440 
0 1416 13440 
0 1417 13440 
0 1418 13440 
0 1419 13440 
0 1420 13440 
0 1421 13440 
0 1422 13440 
0 1423 13440 
0 1424 13440 
0 1425 13440 
0 1426 13440 
0 1427 13440 
0 1428 13440 
0 1429 13440 
0 1430 13440 
0 1431 13440 
0 1432 13440 
0 1433 13440 
0 1434 13440 
0 1435 13440 
0 1436 13440 
0 1437 13440 
0 1438 13440 
0 1439 13440 
0 1440 13440 
0 1441 13440 
0 1442 13440 
0 1443 13440 
0 1444 13440 
0 1445 13440 
0 1446 13440 
0 1447 13440 
0 1448 13440 
0 1449 13440 
0 1450 13440 
0 1451 13440 
0 1452 13440 
0 1453 13440 
0 1454 13440 
0 1455 13440 
0 1456 13440 
0 1457 13440 
0 1458 13440 
0 1459 13440 
0 1460 13440 
0 1461 13440 
0 1462 13440 
0 1463 13440 
0 1464 13440 
0 1465 13440 
0 1466 13440 
0 1467 13440 
0 1468 13440 
0 1469 13440 
0 1470 13440 
0 1471 13440 
0 1472 13440 
0 1473 13440 
0 1474 13440 
0 1475 13440 
0 1476 13440 
0 1477 13440 
0 1478 13440 
0 1479 13440 
0 1480 13440 
0 1481 13440 
0 1482 13440 
0 1483 13440 
0 1484 13440 
0 1485 13440 
0 1486 13440 
0 1487 13440 
0 1488 13440 
0 1489 13440 
0 1490 13440 
0 1491 13440 
0 1492 13440 
0 1493 13440 
0 1494 13440 
0 1495 13440 
0 1496 13440 
0 1497 13440 
0 1498 13440 
0 1499 13440 
0 1500 13440 
0 1501 13440 
0 1502 13440 
0 1503 13440 
0 1504 13440 
0 1505 13440 
0 1506 13440 
0 1507 13440 
0 1508 13440 
0 1509 13440 
0 1510 13440 
0 1511 13440 
0 1512 13440 
0 1513 13440 
0 1514 13440 
0 1515 13440 
0 1516 13440 
0 1517 13440 
0 1518 13440 
0 1519 13440 
0 1520 13440 
0 1521 13440 
0 1522 13440 
0 1523 13440 
0 1524 13440 
0 1525 13440 
0 1526 13440 
0 1527 13440 
0 1528 13440 
0 1529 13440 
0 1530 13440 
0 1531 13440 
0 1532 13440 
0 1533 13440 
0 1534 13440 
0 1535 13440 
0 1536 13440 
0 1537 13440 
0 1538 13440 
0 1539 13440 
0 1540 13440 
0 1541 13440 
0 1542 13440 
0 1543 13440 
0 1544 13440 
0 1545 13440 
0 1546 13440 
0 1547 13440 
0 1548 13440 
0 1549 13440 
0 1550 13440 
0 1551 13440 
0 1552 13440 
0 1553 13440 
0 1554 13440 
0 1555 13440 
0 1556 13440 
0 1557 13440 
0 1558 13440 
0 1559 13440 
0 1560 13440 
0 1561 13440 
0 1562 13440 
0 1563 13440 
0 1564 13440 
0 1565 13440 
0 1566 13440 
0 1567 13440 
0 1568 13440 
0 1569 13440 
0 1570 13440 
0 1571 13440 
0 1572 13440 
0 1573 13440 
0 1574 13440 
0 1575 13440 
0 1576 13440 
0 1577 13440 
0 1578 13440 
0 1579 13440 
0 1580 13440 
0 1581 13440 
0 1582 13440 
0 1583 13440 
0 1584 13440 
0 1585 13440 
0 1586 13440 
0 1587 13440 
0 1588 13440 
0 1589 13440 
0 1590 13440 
0 1591 13440 
0 1592 13440 
0 1593 13440 
0 1594 13440 
0 1595 13440 
0 1596 13440 
0 1597 13440 
0 1598 13440 
0 1599 13440 
0 1600 13440 
0 1601 13440 
0 1602 13440 
0 1603 13440 
0 1604 13440 
0 1605 13440 
0 1606 13440 
0 1607 13440 
0 1608 13440 
0 1609 13440 
0 1610 13440 
0 1611 13440 
0 1612 13440 
0 1613 13440 
0 1614 13440 
0 1615 13440 
0 1616 13440 
0 1617 13440 
0 1618 13440 
0 1619 13440 
0 1620 13440 
0 1621 13440 
0 1622 13440 
0 1623 13440 
0 1624 13440 
0 1625 13440 
0 1626 13440 
0 1627 13440 
0 1628 13440 
0 1629 13440 
0 1630 13440 
0 1631 13440 
0 1632 13440 
0 1633 13440 
0 1634 13440 
0 1635 13440 
0 1636 13440 
0 1637 13440 
0 1638 13440 
0 1639 13440 
0 1640 13440 
0 1641 13440 
0 1642 13440 
0 1643 13440 
0 1644 13440 
0 1645 13440 
0 1646 13440 
0 1647 13440 
0 1648 13440 
0 1649 13440 
0 1650 13440 
0 1651 13440 
0 1652 13440 
0 1653 13440 
0 1654 13440 
0 1655 13440 
0 1656 13440 
0 1657 13440 
0 1658 13440 
0 1659 13440 
0 1660 13440 
0 1661 13440 
0 1662 13440 
0 1663 13440 
0 1664 13440 
0 1665 13440 
0 1666 13440 
0 1667 13440 
