Generation Max Avg Min
2465 8200 5254.2 6 
2466 8200 5936.2 2 
2467 8200 5373.4 152 
2468 8200 4924.0 2 
2469 8200 5441.4 140 
2470 8200 4213.1 2 
2471 8200 4460.0 2 
2472 8200 4982.3 1 
2473 8200 5236.6 48 
2474 8200 4931.9 1 
2475 8200 5150.5 2 
2476 8200 3531.1 4 
2477 8200 4284.0 1 
2478 8200 5286.2 2 
2479 8200 3647.0 2 
2480 8200 4807.8 28 
2481 8200 5125.0 2 
2482 8200 5257.6 2 
2483 8200 5235.1 3 
2484 8200 5120.8 2 
2485 8200 5123.0 2 
2486 8200 5524.4 356 
2487 8200 3526.6 2 
2488 8200 4489.8 2 
2489 8200 4924.9 1 
2490 8200 5083.2 2 
2491 8200 5211.2 72 
2492 8200 4963.8 2 
2493 8200 5075.3 2 
2494 8200 4947.0 2 
2495 8200 4930.0 2 
2496 8200 5610.8 32 
2497 8200 5237.5 2 
2498 8200 4981.4 6 
2499 8200 5255.9 2 
2500 8200 5444.8 32 
2501 8200 3757.2 4 
2502 8200 4577.8 2 
2503 8200 4527.6 40 
2504 8200 5244.9 1 
2505 8200 5045.9 2 
2506 8200 4930.0 2 
2507 8200 5094.8 268 
2508 8200 4989.2 2 
2509 8200 5273.6 2 
2510 8200 5228.2 4 
2511 8200 3651.2 4 
2512 8200 4369.8 2 
2513 8200 4999.7 1 
2514 8200 4990.3 5 
2515 8200 5205.4 2 
2516 8200 5574.8 640 
2517 8200 5141.0 2 
2518 8200 5168.5 1 
2519 8200 5172.0 2 
2520 8200 5842.4 12 
2521 8200 4142.8 2 
2522 8200 4018.9 28 
2523 8200 4459.4 2 
2524 8200 5527.9 1 
2525 8200 4942.8 2 
2526 8200 5179.2 4 
2527 8200 5102.8 12 
2528 8200 5197.6 32 
2529 8200 5013.2 2 
2530 8200 5004.0 28 
2531 8200 5137.2 4 
2532 8200 5072.2 2 
2533 8200 5237.8 2 
2534 8200 5214.0 6 
2535 8200 5134.4 2 
2536 8200 5026.7 2 
2537 8200 5584.7 1 
2538 8200 3982.8 4 
2539 8200 4101.0 2 
2540 8200 4772.2 12 
2541 8200 5521.2 184 
2542 8200 5770.0 4 
2543 8200 4925.2 2 
2544 8200 5261.2 4 
2545 8200 5240.2 2 
2546 8200 5143.9 1 
2547 8200 4050.3 1 
2548 8200 4823.8 2 
2549 8200 5748.0 4 
2550 8200 5180.0 2 
2551 8200 4954.1 1 
2552 8200 5236.4 112 
2553 8200 5498.0 676 
2554 8200 4935.4 2 
2555 8200 5358.4 4 
2556 8200 5047.4 2 
2557 8200 3679.6 44 
2558 8200 4506.2 2 
2559 8200 5055.9 1 
2560 8200 5529.0 2 
2561 8200 5053.2 32 
2562 8200 5518.4 72 
2563 8200 5313.1 1 
2564 8200 4943.7 2 
2565 8200 5215.4 116 
2566 8200 5054.0 2 
2567 8200 5831.4 16 
2568 8200 5113.9 1 
2569 8200 5160.6 2 
2570 8200 5475.0 2 
2571 8200 3978.5 1 
2572 8200 4683.7 5 
2573 8200 5024.2 2 
2574 8200 5879.2 1444 
2575 8200 5018.2 2 
2576 8200 5515.6 104 
2577 8200 5258.6 6 
2578 8200 5238.7 20 
2579 8200 5031.2 6 
2580 8200 5026.2 2 
2581 8200 3766.4 2 
2582 8200 4493.4 2 
2583 8200 6036.2 40 
2584 8200 5641.2 336 
2585 8200 4538.2 2 
2586 8200 5317.0 2 
2587 8200 5201.7 1 
2588 8200 5763.4 2 
2589 8200 5164.7 2 
2590 8200 5322.5 65 
2591 8200 4968.5 1 
2592 8200 4955.0 12 
2593 8200 5036.2 2 
2594 8200 5065.8 6 
2595 8200 5173.2 2 
2596 8200 5173.6 20 
2597 8200 5041.4 2 
2598 8200 5106.4 2 
2599 8200 3404.2 2 
2600 8200 4281.0 2 
2601 8200 5042.5 2 
2602 8200 5135.2 2 
2603 8200 6253.2 2 
2604 8200 4968.1 1 
2605 8200 4928.8 2 
2606 8200 5054.1 1 
2607 8200 5401.5 1 
2608 8200 3501.2 4 
2609 8200 4702.4 328 
2610 8200 4544.1 2 
2611 8200 5141.1 4 
2612 8200 5496.0 2 
2613 8200 5479.2 648 
2614 8200 3732.6 2 
2615 8200 4950.8 12 
2616 8200 3604.2 2 
2617 8200 3940.5 2 
2618 8200 4480.4 4 
2619 8200 5774.8 440 
2620 8200 5028.8 2 
2621 8200 5368.4 8 
2622 8200 5984.0 48 
2623 8200 3635.6 2 
2624 8200 4724.4 72 
2625 8200 5255.7 4 
2626 8200 5407.2 12 
2627 8200 5039.4 20 
2628 8200 5008.4 6 
2629 8200 4930.6 1 
2630 8200 5285.9 5 
2631 8200 4219.4 2 
2632 8200 4477.2 8 
2633 8200 4825.2 4 
2634 8200 4926.8 2 
2635 8200 5286.5 2 
2636 8200 4930.9 2 
2637 8200 4928.6 2 
2638 8200 5177.8 2 
2639 8200 5230.6 32 
2640 8200 4978.9 1 
2641 8200 5202.1 4 
2642 8200 5115.5 2 
2643 8200 5066.6 2 
2644 8200 5840.0 8 
2645 8200 5050.8 2 
2646 8200 5095.2 2 
2647 8200 5155.0 106 
2648 8200 5606.7 2 
2649 8200 4594.6 2 
2650 8200 4932.8 2 
2651 8200 5356.5 1 
2652 8200 5383.6 2 
2653 8200 3861.9 2 
2654 8200 4644.2 2 
2655 8200 4951.2 2 
2656 8200 5389.4 2 
2657 8200 5280.3 2 
2658 8200 5417.6 84 
2659 8200 5263.6 28 
2660 8200 5257.0 72 
2661 8200 5047.2 2 
2662 8200 5558.2 2 
2663 8200 4927.8 2 
2664 8200 5171.3 5 
2665 8200 5038.6 2 
2666 8200 5105.2 2 
2667 8200 4920.7 1 
2668 8200 5235.6 12 
2669 8200 5029.6 2 
2670 8200 5398.6 2 
2671 8200 4075.5 2 
2672 8200 4732.1 1 
2673 8200 4929.4 2 
2674 8200 5141.4 2 
2675 8200 4981.7 5 
2676 8200 5754.6 54 
2677 8200 3567.4 10 
2678 8200 3636.6 2 
2679 8200 4265.5 3 
2680 8200 4923.4 2 
2681 8200 5457.7 2 
2682 8200 5609.8 2 
2683 8200 4975.0 2 
2684 8200 5177.4 2 
2685 8200 4976.1 1 
2686 8200 5432.6 6 
2687 8200 4942.0 2 
2688 8200 5314.4 2 
2689 8200 5508.4 8 
2690 8200 3834.6 8 
2691 8200 3699.8 2 
2692 8200 4404.6 2 
2693 8200 5030.6 2 
2694 8200 4938.6 2 
2695 8200 4987.0 2 
2696 8200 5540.6 2 
2697 8200 4158.6 2 
2698 8200 4518.1 5 
2699 8200 5011.4 20 
2700 8200 5019.4 2 
2701 8200 5127.4 2 
2702 8200 5133.6 1 
2703 8200 5020.5 17 
2704 8200 5208.4 32 
2705 8200 3551.6 4 
2706 8200 3684.8 2 
2707 8200 4348.6 2 
2708 8200 5219.0 24 
2709 8200 4939.2 2 
2710 8200 5004.0 16 
2711 8200 5970.2 2 
2712 8200 5212.0 16 
2713 8200 5189.0 2 
2714 8200 5125.0 2 
2715 8200 4961.8 2 
2716 8200 5069.0 2 
2717 8200 5052.6 8 
2718 8200 4922.9 2 
2719 8200 5499.6 6 
2720 8200 5020.2 2 
2721 8200 5232.4 2 
2722 8200 5053.8 2 
2723 8200 5137.1 1 
2724 8200 5035.4 4 
2725 8200 5016.3 2 
2726 8200 4988.2 2 
2727 8200 5040.4 2 
2728 8200 4981.0 6 
2729 8200 5128.2 2 
2730 8200 5273.8 322 
2731 8200 3667.6 2 
2732 8200 4212.5 2 
2733 8200 4940.5 1 
2734 8200 5240.6 2 
2735 8200 5264.2 32 
2736 8200 3596.6 2 
2737 8200 4471.6 2 
2738 8200 5231.4 14 
2739 8200 5090.0 2 
2740 8200 4926.6 2 
2741 8200 4929.0 2 
2742 8200 4922.0 2 
2743 8200 4994.3 2 
2744 8200 5314.6 2 
2745 8200 5130.8 2 
2746 8200 5156.6 2 
2747 8200 5199.0 10 
2748 8200 5218.3 5 
2749 8200 3589.4 2 
2750 8200 4869.2 12 
2751 8200 5513.5 80 
2752 8200 5869.2 644 
2753 8200 4962.6 2 
2754 8200 4947.2 2 
2755 8200 4959.2 4 
2756 8200 5207.7 2 
2757 8200 5273.8 2 
2758 8200 5167.9 5 
2759 8200 5290.8 6 
2760 8200 5412.8 2 
2761 8200 5107.7 2 
2762 8200 5044.6 2 
2763 8200 3548.7 2 
2764 8200 4462.3 2 
2765 8200 4996.4 12 
2766 8200 5224.4 2 
2767 8200 5025.8 2 
2768 8200 5076.9 2 
2769 8200 4058.6 1 
2770 8200 4723.8 2 
2771 8200 4251.1 2 
2772 8200 3826.9 2 
2773 8200 5253.4 2 
2774 8200 4173.0 4 
2775 8200 5284.1 1 
2776 8200 3800.6 12 
2777 8200 4336.6 4 
2778 8200 3975.1 11 
2779 8200 4817.4 2 
2780 8200 5044.6 2 
2781 8200 3423.4 2 
2782 8200 4487.0 2 
2783 8200 5040.5 1 
2784 8200 4941.4 2 
2785 8200 5307.2 2 
2786 8200 5009.6 2 
2787 8200 5434.2 2 
2788 8200 4466.6 2 
2789 8200 3723.2 2 
2790 8200 3824.6 2 
2791 8200 4704.2 2 
2792 8200 4992.6 2 
2793 8200 4964.5 2 
2794 8200 5174.0 4 
2795 8200 5024.6 2 
2796 8200 5162.6 2 
2797 8200 4982.2 4 
2798 8200 5112.3 2 
2799 8200 5378.0 2 
2800 8200 5108.2 6 
2801 8476 5770.7 5 
2802 8476 5821.0 6 
2803 8476 3973.2 4 
2804 8476 4070.6 2 
2805 8476 4068.7 1 
2806 8476 3665.2 2 
2807 8476 3825.1 1 
2808 8476 4519.4 2 
2809 8476 4726.8 52 
2810 8476 4372.3 12 
2811 8476 5677.0 2 
2812 8476 4446.4 2 
2813 8476 4258.8 2 
2814 8476 4102.4 2 
2815 8476 4106.2 2 
2816 8476 4132.6 2 
2817 8476 4043.0 2 
2818 8476 3455.7 1 
2819 8476 4411.7 4 
2820 8476 4313.0 2 
2821 8476 4389.4 2 
2822 8476 4717.4 5 
2823 8476 5148.4 6 
2824 8476 4367.8 2 
2825 8476 3572.4 2 
2826 8476 4061.8 28 
2827 8476 4913.0 2 
2828 8476 4194.0 2 
2829 8476 4254.3 2 
2830 8476 4218.6 2 
2831 8476 4220.0 2 
2832 8476 4301.1 20 
2833 8476 6261.0 2 
2834 8476 4105.8 2 
2835 8476 4135.5 1 
2836 8476 5407.8 2 
2837 8476 4218.4 12 
2838 8476 4734.8 2 
2839 8476 4514.2 2 
2840 8476 4135.5 2 
2841 8476 5123.9 1 
2842 8476 4219.8 2 
2843 8476 4211.8 2 
2844 8476 5125.2 2 
2845 8476 5349.6 2 
2846 8476 4177.0 1 
2847 8476 4295.6 12 
2848 8476 5069.6 12 
2849 8476 5124.8 2 
2850 8476 4498.2 2 
2851 8476 4027.2 4 
2852 8476 4901.2 28 
2853 8476 4618.0 16 
2854 8476 4311.4 2 
2855 8476 4958.6 2 
2856 8476 4250.8 2 
2857 8476 4707.4 166 
2858 8476 3817.0 2 
2859 8476 4631.2 136 
2860 8476 4536.3 1 
2861 8476 5203.4 2 
2862 8476 5114.0 2 
2863 8476 5001.0 2 
2864 8476 5149.2 2 
2865 8476 5411.2 2 
2866 8476 4345.6 16 
2867 8476 5198.8 2 
2868 8476 5411.2 6 
2869 8476 5218.0 20 
2870 8476 4951.9 2 
2871 8476 5008.8 2 
2872 8476 4163.0 2 
2873 8476 4334.0 2 
2874 8476 4489.8 2 
2875 8476 3691.0 12 
2876 8476 4807.6 2 
2877 8476 4007.2 12 
2878 8476 5013.2 32 
2879 8476 3669.8 2 
2880 8476 4714.7 2 
2881 8476 5120.4 2 
2882 8476 5471.4 6 
2883 8476 5335.0 56 
2884 8476 5418.7 2 
2885 8476 4578.8 12 
2886 8476 4319.4 20 
2887 8476 4413.2 2 
2888 8476 4969.7 2 
2889 8476 4226.8 2 
2890 8476 4438.4 20 
2891 8476 4973.9 2 
2892 8476 4953.0 2 
2893 8476 5642.0 32 
2894 8476 4498.4 20 
2895 8476 4240.4 28 
2896 8476 4666.6 2 
2897 8476 5141.1 1 
2898 8476 4378.0 2 
2899 8476 5004.8 20 
2900 8476 4301.8 2 
2901 8476 4174.4 2 
2902 8476 4494.6 2 
2903 8476 4135.3 4 
2904 8476 3414.2 2 
2905 8476 3643.8 2 
2906 8476 3972.0 12 
2907 8476 3854.8 20 
2908 8476 4520.0 2 
2909 8476 5045.0 2 
2910 8476 4166.2 20 
2911 8476 5317.3 5 
2912 8476 5214.2 2 
2913 8476 4285.2 2 
2914 8476 5012.6 2 
2915 8476 4951.4 2 
2916 8476 4980.1 2 
2917 8476 5249.9 2 
2918 8476 5088.3 1 
2919 8476 4780.0 2 
2920 8476 5201.8 2 
2921 8476 4959.1 1 
2922 8476 5089.6 1 
2923 8476 4378.3 1 
2924 8476 5125.5 1 
2925 8476 5820.6 2 
2926 8476 4583.4 46 
2927 8476 4081.4 2 
2928 8476 4615.1 2 
2929 8476 4144.0 4 
2930 8476 4152.6 2 
2931 8476 4695.4 46 
2932 8476 4046.6 16 
2933 8476 4046.2 6 
2934 8476 4026.6 2 
2935 8476 4724.0 2 
2936 8476 4492.9 1 
2937 8476 4989.2 2 
2938 8476 4319.2 2 
2939 8476 3574.6 2 
2940 8476 4007.5 2 
2941 8476 4233.6 2 
2942 8476 4373.9 5 
2943 8476 4136.0 2 
2944 8476 4482.4 12 
2945 8476 3552.2 2 
2946 8476 4117.5 1 
2947 8476 4013.7 5 
2948 8476 3756.2 1 
2949 8476 3940.7 84 
2950 8476 4525.4 2 
2951 8476 5130.6 2 
2952 8476 4961.6 2 
2953 8476 4547.1 2 
2954 8476 5652.8 12 
2955 8476 5254.0 32 
2956 8476 4273.7 1 
2957 8476 4804.4 1 
2958 8476 3934.4 2 
2959 8476 4625.9 2 
2960 8476 4403.6 4 
2961 8476 5327.6 216 
2962 8476 5100.1 2 
2963 8476 5129.6 6 
2964 8476 3476.6 2 
2965 8476 4106.0 20 
2966 8476 3960.2 2 
2967 8476 3903.7 1 
2968 8476 4649.7 1 
2969 8476 4220.4 2 
2970 8476 5076.2 2 
2971 8476 5194.8 2 
2972 8476 3536.0 2 
2973 8476 3552.8 2 
2974 8476 3812.8 2 
2975 8476 3657.3 1 
2976 8476 3652.6 2 
2977 8476 3654.5 2 
2978 8476 4018.0 4 
2979 8476 3922.8 2 
2980 8476 4497.9 2 
2981 8476 5924.0 2 
2982 8476 6055.6 1036 
2983 8476 4941.2 2 
2984 8476 5384.3 1 
2985 8476 5043.6 2 
2986 8476 4436.2 2 
2987 8476 4379.1 1 
2988 8476 5494.1 12 
2989 8476 5354.7 5 
2990 8476 3949.2 2 
2991 8476 3644.6 2 
2992 8476 4824.6 2 
2993 8476 4548.8 20 
2994 8476 4914.6 4 
2995 8476 4960.5 4 
2996 8476 5634.5 5 
2997 8476 5085.2 2 
2998 8476 3407.0 2 
2999 8476 4585.6 2 
3000 8476 4975.3 2 
3001 8476 5373.0 202 
3002 8476 5131.8 16 
3003 8476 4422.0 26 
3004 8476 5143.8 2 
3005 8476 5147.0 888 
3006 8476 4519.4 2 
3007 8476 5092.9 4 
3008 8476 4659.4 20 
3009 8476 4530.6 2 
3010 8476 5089.4 2 
3011 8476 5021.0 2 
3012 8476 5626.7 103 
3013 8476 4204.0 2 
3014 8476 5405.8 2 
3015 8476 4682.4 8 
3016 8476 5105.1 92 
3017 8476 5266.0 8 
3018 8476 5024.6 2 
3019 8476 4480.8 12 
3020 8476 4444.9 1 
3021 8476 5706.8 20 
3022 8476 4459.9 2 
3023 8476 4574.6 10 
3024 8476 5525.0 32 
3025 8476 4972.5 3 
3026 8476 4950.8 2 
3027 8476 4182.4 12 
3028 8476 5235.2 2 
3029 8476 4366.1 2 
3030 8476 3571.2 2 
3031 8476 4359.5 1 
3032 8476 4334.8 4 
3033 8476 4948.7 2 
3034 8476 4955.5 1 
3035 8476 4413.0 2 
3036 8476 5111.2 2 
3037 8476 3880.8 2 
3038 8476 3754.6 12 
3039 8476 3540.9 1 
3040 8476 4004.6 4 
3041 8476 4643.1 2 
3042 8476 4080.5 12 
3043 8476 4555.7 1 
3044 8476 4284.8 2 
3045 8476 4545.1 1 
3046 8476 3845.6 2 
3047 8476 3853.0 2 
3048 8476 4228.9 2 
3049 8476 3978.2 2 
3050 8476 4079.0 6 
3051 8476 4112.8 2 
3052 8476 3830.4 2 
3053 8476 3777.0 4 
3054 8476 3936.8 2 
3055 8476 3762.3 1 
3056 8476 3975.0 2 
3057 8476 3870.5 5 
3058 8476 3624.0 2 
3059 8476 3645.0 2 
3060 8476 4007.4 2 
3061 8476 4005.6 4 
3062 8476 4627.4 2 
3063 8476 3759.6 8 
3064 8476 3893.5 1 
3065 8476 3562.4 2 
3066 8476 4086.2 2 
3067 8476 3759.8 2 
3068 8476 4316.2 2 
3069 8476 4844.4 8 
3070 8476 5823.2 4 
3071 8476 4466.6 2 
3072 8476 4343.4 2 
3073 8476 4445.6 4 
3074 8476 5067.0 2 
3075 8476 4410.4 1 
3076 8476 4245.4 2 
3077 8476 5519.0 136 
3078 8476 5395.7 17 
3079 8476 5474.0 2 
3080 8476 5299.8 8 
3081 8476 6006.5 1 
3082 8476 5087.8 2 
3083 8476 5285.6 22 
3084 8476 3513.9 1 
3085 8476 4595.4 2 
3086 8476 5137.3 1 
3087 8476 5294.8 2 
3088 8476 5474.2 2 
3089 8476 5153.3 1 
3090 8476 5185.4 2 
3091 8476 5269.8 12 
3092 8476 5666.6 2 
3093 8476 3664.0 2 
3094 8476 3601.2 2 
3095 8476 4364.0 2 
3096 8476 4012.8 2 
3097 8476 3981.8 2 
3098 8476 4616.4 52 
3099 8476 5477.6 4 
3100 8476 5830.8 336 
3101 8476 3685.0 2 
3102 8476 4974.8 40 
3103 8476 5318.1 6 
3104 8476 6355.2 16 
3105 8476 5270.2 2 
3106 8476 5480.9 2 
3107 8476 3847.2 2 
3108 8476 3977.9 10 
3109 8476 5125.0 2 
3110 8476 4835.8 6 
3111 8476 4966.8 292 
3112 8476 4720.2 2 
3113 8476 4851.0 2 
3114 8476 5033.0 2 
3115 8476 4933.4 2 
3116 8476 5136.5 1 
3117 8476 5281.0 2 
3118 8476 5270.8 16 
3119 8476 6283.8 2 
3120 8476 5549.2 2 
3121 8476 3889.8 2 
3122 8476 3880.8 2 
3123 8476 5625.4 2 
3124 8476 4178.6 2 
3125 8476 4169.2 2 
3126 8476 4821.3 1 
3127 8476 5201.8 2 
3128 8476 5098.6 2 
3129 8476 5279.8 2 
3130 8476 5657.0 2 
3131 8476 5091.2 2 
3132 8476 5391.2 20 
3133 8476 5196.3 1 
3134 8476 5913.8 2 
3135 8476 4023.5 2 
3136 8476 5179.8 2 
3137 8476 5321.0 8 
3138 8476 5381.8 1 
3139 8476 5416.4 2 
3140 8476 5453.4 2 
3141 8476 5527.8 2 
3142 8476 5161.6 32 
3143 8476 5090.3 1 
3144 8476 5300.6 2 
3145 8476 6401.6 384 
3146 8476 5183.4 20 
3147 8476 5232.8 16 
3148 8476 5429.0 2 
3149 8476 5373.4 1 
3150 8476 5183.0 2 
3151 8476 5094.6 12 
3152 8476 5189.4 12 
3153 8476 5335.2 176 
3154 8476 5183.8 18 
3155 8476 5656.8 4 
3156 8476 5230.0 2 
3157 8476 5191.2 2 
3158 8476 5662.2 2 
3159 8476 5322.4 2 
3160 8476 5183.0 2 
3161 8476 5167.0 2 
3162 8476 5765.0 2 
3163 8476 5214.2 2 
3164 8476 5376.6 20 
3165 8476 3586.2 2 
3166 8476 5012.0 2 
3167 8476 4493.6 2 
3168 8476 4721.6 2 
3169 8476 5635.0 4 
3170 8476 5520.1 92 
3171 8476 5533.4 2 
3172 8476 5460.8 16 
3173 8476 5369.8 28 
3174 8476 3864.8 2 
3175 8476 4614.7 1 
3176 8476 5184.0 2 
3177 8476 5164.0 2 
3178 8476 6021.4 862 
3179 8476 5275.4 2 
3180 8476 5420.9 1 
3181 8476 5391.4 2 
3182 8476 5173.4 28 
3183 8476 5261.2 36 
3184 8476 5677.2 2 
3185 8476 5708.2 2 
3186 8476 5471.4 2 
3187 8476 5234.2 2 
3188 8476 5106.8 2 
3189 8476 5303.6 2 
3190 8476 5230.5 1 
3191 8476 5518.2 6 
3192 8476 5319.5 2 
3193 8476 5676.6 2 
3194 8476 5099.4 1 
3195 8476 5546.0 104 
3196 8476 5330.2 2 
3197 8476 5582.2 2 
3198 8476 5159.4 4 
3199 8476 5182.6 2 
3200 8476 5660.8 8 
3201 8476 5380.6 2 
3202 8476 6001.6 6 
3203 8476 5335.8 2 
3204 8476 5651.5 1 
3205 8476 4115.1 2 
3206 8476 4868.8 2 
3207 8476 5566.6 12 
3208 8476 5765.4 2 
3209 8476 5192.8 1 
3210 8476 5560.8 80 
3211 8476 5218.2 2 
3212 8476 6781.8 2 
3213 8476 5420.0 20 
3214 8476 5367.4 2 
3215 8476 5606.6 12 
3216 8476 5094.8 2 
3217 8476 5144.4 20 
3218 8476 5470.8 16 
3219 8476 3697.0 2 
3220 8476 4659.9 1 
3221 8476 5643.2 2 
3222 8476 5172.1 1 
3223 8476 5431.0 2 
3224 8476 5456.8 124 
3225 8476 6541.6 8 
3226 8476 4439.1 1 
3227 8476 4641.8 2 
3228 8476 5255.4 2 
3229 8476 4333.8 6 
3230 8476 3461.6 2 
3231 8476 4347.4 2 
3232 8476 6259.6 120 
3233 8476 5213.8 2 
3234 8476 5154.0 2 
3235 8476 5115.1 1 
3236 8476 5178.0 2 
3237 8476 5220.8 2 
3238 8476 3620.6 2 
3239 8476 4571.8 2 
3240 8476 5090.4 2 
3241 8476 5175.4 2 
3242 8476 5366.8 4 
3243 8476 6138.8 688 
3244 8476 5398.6 268 
3245 8476 5346.7 1 
3246 8476 5272.5 1 
3247 8476 5512.0 2 
3248 8476 5641.2 2 
3249 8476 5533.3 2 
3250 8476 3693.9 2 
3251 8476 4417.2 2 
3252 8476 5859.1 1 
3253 8476 5095.7 2 
3254 8476 5130.2 4 
3255 8476 5562.4 6 
3256 8476 5396.8 2 
3257 8476 5344.2 20 
3258 8476 5284.6 2 
3259 8476 5474.6 2 
3260 8476 6198.0 464 
3261 8476 5872.0 2 
3262 8476 5422.8 2 
3263 8476 5414.6 2 
3264 8476 5279.6 2 
3265 8476 5902.3 91 
3266 8476 5561.7 1 
3267 8476 5233.4 4 
3268 8476 5530.4 26 
3269 8476 4680.2 2 
3270 8476 5628.8 128 
3271 8476 5401.6 4 
3272 8476 6155.5 1 
3273 8476 4601.5 1 
3274 8476 5087.4 2 
3275 8476 5267.0 30 
3276 8476 4193.8 2 
3277 8476 4838.0 2 
3278 8476 5134.4 2 
3279 8476 5827.2 116 
3280 8476 5468.4 2 
3281 8476 5259.8 4 
3282 8476 5196.4 2 
3283 8476 5095.0 2 
3284 8476 5253.0 2 
3285 8476 5207.8 2 
3286 8476 3515.1 2 
3287 8476 4518.0 2 
3288 8476 5854.6 576 
3289 8476 5164.2 2 
3290 8476 5211.5 6 
3291 8476 5185.5 1 
3292 8476 5836.2 2 
3293 8476 5362.6 2 
3294 8476 5294.4 2 
3295 8476 5542.5 6 
3296 8476 5288.8 2 
3297 8476 5319.4 12 
3298 8476 6086.6 2 
3299 8476 5108.0 2 
3300 8476 5384.4 16 
3301 8476 5201.0 2 
3302 8476 5259.2 2 
3303 8476 5257.4 2 
3304 8476 5345.4 2 
3305 8476 5156.6 2 
3306 8476 5730.2 2 
3307 8476 4014.3 1 
3308 8476 5193.8 2 
3309 8476 5244.2 2 
3310 8476 3652.0 6 
3311 8476 5054.4 2 
3312 8476 5190.0 2 
3313 8476 5224.6 1 
3314 8476 5265.0 40 
3315 8476 4184.0 20 
3316 8476 3906.2 2 
3317 8476 3779.2 2 
3318 8476 5256.8 4 
3319 8476 4766.5 11 
3320 8476 5673.2 68 
3321 8476 5504.0 2 
3322 8476 5113.4 6 
3323 8476 5492.4 2 
3324 8476 5168.6 2 
3325 8476 5128.0 2 
3326 8476 5129.9 2 
3327 8476 5125.8 8 
3328 8476 5953.2 32 
3329 8476 5565.1 31 
3330 8476 5091.2 2 
3331 8476 5095.6 12 
3332 8476 5348.5 2 
3333 8476 5775.6 16 
3334 8476 4034.0 8 
3335 8476 3641.2 2 
3336 8476 4869.4 2 
3337 8476 6387.4 2 
3338 8476 5752.6 2 
3339 8476 5822.4 12 
3340 8476 6032.4 16 
3341 8476 6071.0 2 
3342 8476 5198.6 2 
3343 8476 5089.8 2 
3344 8476 5398.2 2 
3345 8476 5717.7 11 
3346 8476 4387.7 1 
3347 8476 5621.4 2 
3348 8476 5328.0 2 
3349 8476 3742.5 2 
3350 8476 4774.2 194 
3351 8476 5100.4 2 
3352 8476 5242.1 1 
3353 8476 5275.1 11 
3354 8476 3720.2 2 
3355 8476 4710.1 13 
3356 8476 3704.9 1 
3357 8476 5060.4 20 
3358 8476 5459.6 4 
3359 8476 4625.4 2 
3360 8476 3972.8 2 
3361 8476 5450.0 12 
3362 8476 5358.7 1 
3363 8476 4337.2 2 
3364 8476 4460.0 2 
3365 8476 5291.6 4 
3366 8476 3973.8 2 
3367 8476 4587.4 2 
3368 8476 5119.0 2 
3369 8476 5507.0 52 
3370 8476 5112.2 2 
3371 8476 5421.6 4 
3372 8476 5134.5 16 
3373 8476 5164.7 1 
3374 8476 5234.8 2 
3375 8476 5200.8 2 
3376 8476 5262.8 2 
3377 8476 5092.8 2 
3378 8476 5194.6 12 
3379 8476 5457.2 2 
3380 8476 5688.2 6 
3381 8476 5390.4 12 
3382 8476 5397.8 2 
3383 8476 5385.4 2 
3384 8476 5565.2 2 
3385 8476 3667.4 1 
3386 8476 4640.6 14 
3387 8476 3650.4 2 
3388 8476 4545.1 2 
3389 8476 5098.0 2 
3390 8476 5192.4 16 
3391 8476 5535.4 14 
3392 8476 5089.2 2 
3393 8476 5247.6 2 
3394 8476 5537.6 20 
3395 8476 5127.1 1 
3396 8476 5098.6 2 
3397 8476 5626.6 2 
3398 8476 5160.3 2 
3399 8476 5224.8 8 
3400 8476 5554.8 4 
3401 8476 5186.2 32 
3402 8476 5225.4 4 
3403 8476 5229.0 2 
3404 8476 5432.6 2 
3405 8476 5469.3 12 
3406 8476 4281.5 2 
3407 8476 4693.9 1 
3408 8476 3919.0 2 
3409 8476 4994.0 6 
3410 8476 5810.0 32 
3411 8476 4312.0 2 
3412 8476 5037.7 1 
3413 8476 5191.4 6 
3414 8476 5498.0 36 
3415 8476 3662.6 2 
3416 8476 3944.9 1 
3417 8476 5141.0 2 
3418 8476 4144.2 2 
3419 8476 5064.2 2 
3420 8476 3993.6 2 
3421 8476 3808.0 2 
3422 8476 4735.8 2 
3423 8476 5977.2 52 
3424 8476 4744.1 4 
3425 8476 5656.2 22 
3426 8476 5374.0 2 
3427 8476 5630.8 76 
3428 8476 5529.1 3 
3429 8476 5280.0 2 
3430 8476 6202.2 20 
3431 8476 5091.8 2 
3432 8476 5287.4 2 
3433 8476 5118.2 2 
3434 8476 6237.0 2 
3435 8476 5203.9 1 
3436 8476 5969.0 2 
3437 8476 5405.4 2 
3438 8476 5478.2 2 
3439 8476 5342.2 2 
3440 8476 5967.4 6 
3441 8476 5103.2 2 
3442 8476 5178.0 2 
3443 8476 5566.8 4 
3444 8476 5226.6 2 
3445 8476 5671.5 20 
3446 8476 5321.6 2 
3447 8476 6055.0 2 
3448 8476 4172.2 2 
3449 8476 5067.4 4 
3450 8476 5624.4 6 
3451 8476 5278.8 2 
3452 8476 5331.1 1 
3453 8476 5104.4 2 
3454 8476 5706.0 88 
3455 8476 5634.5 16 
3456 8476 5550.3 1 
3457 8476 4533.2 16 
3458 8476 4694.5 2 
3459 8476 5259.6 2 
3460 8476 5406.8 2 
3461 8476 5326.2 2 
3462 8476 5155.4 2 
3463 8476 5804.8 20 
